gage_id,time_start,temperature,specific_humidity,pressure,wind_u,wind_v,longwave_radiation,convective_fraction,shortwave_radiation
6453600,2001-01-01T00:00:00,"[-18.57333333333331, -18.22958333333331, -17.965416666666645, -17.65541666666665, -20.072916666666647, -19.666666666666647, -19.33958333333331, -19.08666666666664, -20.274583333333307, -20.593749999999975, -20.55749999999998, -20.139999999999976, -20.117083333333312, -19.62333333333331, -19.64041666666664, -19.915833333333314]","[7.764833323160809E-4, 8.023749989827473E-4, 8.249749989827473E-4, 8.492749989827473E-4, 6.79416665649414E-4, 7.002916656494141E-4, 7.216666656494141E-4, 7.436416656494141E-4, 6.830499989827474E-4, 6.584166656494139E-4, 6.572083323160806E-4, 6.800749989827473E-4, 7.007583323160807E-4, 7.283083323160808E-4, 7.242999989827475E-4, 7.020749989827473E-4]","[97190.30291666667, 97432.72958333335, 97691.84958333334, 98065.76958333333, 96120.5429166667, 96363.34291666666, 96487.9029166667, 96567.23625000002, 94671.84958333331, 95052.40958333334, 95337.28958333335, 95679.92958333333, 94216.56958333334, 94462.56958333332, 94586.99624999998, 94856.0895833333]","[0.3508333333333333, 0.3970833333333334, 0.445, 0.48666666666666664, 0.20500000000000004, 0.2020833333333334, 0.22791666666666663, 0.2779166666666667, -0.3208333333333333, -0.11, -0.024583333333333342, -0.04083333333333334, -0.6070833333333333, -0.6175, -0.5516666666666667, -0.4466666666666667]","[0.45833333333333326, 0.39624999999999994, -0.04999999999999999, -0.4895833333333335, 0.4066666666666667, 0.034166666666666866, -0.04791666666666694, 0.19541666666666666, 1.6329166666666666, 1.324166666666667, 1.0525, 0.82375, 2.3020833333333335, 2.1458333333333335, 1.947916666666667, 1.7249999999999996]","[167.32916666666665, 172.86416666666665, 176.33583333333334, 179.63666666666668, 148.8404166666666, 149.85333333333338, 153.88625, 161.49708333333336, 147.5175, 147.01499999999996, 148.20250000000001, 151.49249999999998, 148.00458333333333, 148.9475, 148.83125000000004, 148.30583333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.67383333333335, 92.4015, 93.03516666666667, 92.01550000000002, 94.4525, 92.07049999999998, 94.61949999999997, 94.09483333333333, 95.30516666666666, 95.38116666666666, 94.02683333333334, 92.42449999999998, 93.6075, 94.12983333333331, 93.60383333333334, 92.4905]"
6464500,2001-01-01T00:00:00,"[-19.03416666666664, -19.454166666666648, -19.576666666666643, -18.52749999999998, -18.43458333333331, -18.403749999999977, -18.940416666666646, -19.500416666666645, -20.061249999999973, -19.828749999999978, -19.662499999999977, -18.89666666666665, -18.987916666666646, -19.10083333333331, -19.57124999999998, -20.128333333333313, -20.592083333333314, -20.492499999999975, -18.830833333333313, -19.424999999999983]","[8.000333323160807E-4, 7.650083323160807E-4, 7.499416656494142E-4, 8.596166656494142E-4, 8.600916656494143E-4, 8.585666656494139E-4, 8.10716665649414E-4, 7.618249989827472E-4, 7.134666656494143E-4, 7.210999989827474E-4, 7.284333323160806E-4, 8.302499989827475E-4, 8.188416656494139E-4, 8.051416656494142E-4, 7.630999989827474E-4, 7.172999989827475E-4, 6.769333323160807E-4, 6.796749989827474E-4, 8.312749989827474E-4, 7.864916656494139E-4]","[93513.60958333335, 93687.23625, 93839.74291666667, 92346.62291666667, 92782.94291666667, 93055.12958333333, 93492.06291666666, 93881.50291666668, 94231.12958333334, 94575.42291666668, 94568.03625, 92496.51625, 92963.2095833333, 93476.00958333333, 93786.83625, 93909.20958333333, 94178.51625, 94153.12958333333, 93057.47625000002, 93212.78291666666]","[-0.5429166666666666, -0.5358333333333333, -0.49166666666666664, -0.12291666666666662, -0.3333333333333334, -0.5316666666666666, -0.5308333333333334, -0.53, -0.5266666666666666, -0.5870833333333333, -0.6529166666666665, -0.35791666666666694, -0.49249999999999977, -0.6141666666666665, -0.6062500000000001, -0.5916666666666667, -0.5749999999999998, -0.5891666666666667, -0.6774999999999998, -0.6991666666666666]","[2.5412500000000002, 2.474583333333334, 2.2916666666666665, 2.8324999999999996, 2.881666666666666, 2.9237499999999996, 2.9195833333333323, 2.9033333333333338, 2.8774999999999995, 2.6775, 2.4633333333333334, 3.0075, 2.938333333333333, 2.8541666666666665, 2.782083333333333, 2.7033333333333336, 2.615416666666667, 2.463333333333333, 3.196666666666667, 3.007916666666666]","[150.87541666666667, 149.79500000000002, 149.33833333333334, 152.3804166666667, 152.9408333333333, 153.19666666666663, 151.85750000000004, 150.40874999999997, 148.91208333333336, 149.2408333333333, 149.2516666666667, 152.24625, 152.31791666666666, 152.365, 150.91666666666663, 149.12791666666666, 147.61083333333332, 147.43291666666667, 153.21583333333334, 151.9604166666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[93.8485, 94.22183333333332, 93.16616666666665, 91.31283333333334, 91.4645, 92.06116666666667, 91.97716666666668, 92.65650000000001, 94.8525, 94.01416666666667, 94.81516666666666, 91.55016666666667, 91.13616666666667, 90.63749999999999, 91.72183333333334, 93.82716666666666, 94.77183333333333, 92.97316666666666, 89.99583333333334, 90.03216666666667]"
6468170,2001-01-01T00:00:00,"[-23.675833333333316, -23.453749999999975, -23.520416666666637, -23.40749999999998, -23.622499999999974, -23.715833333333308, -23.711666666666645, -23.68374999999997, -23.54708333333331, -23.47749999999998, -23.58708333333331, -23.798333333333307, -24.23124999999999, -24.243333333333315, -24.232499999999984, -24.180416666666645, -24.107499999999977, -24.0258333333333, -24.404999999999987, -24.431666666666644]","[5.177333323160808E-4, 5.26466665649414E-4, 5.214083323160807E-4, 5.225749989827474E-4, 5.161833323160807E-4, 5.075499989827474E-4, 5.028499989827473E-4, 5.002249989827475E-4, 5.011833323160807E-4, 4.996999989827475E-4, 4.895416656494141E-4, 4.66841665649414E-4, 4.7623333231608064E-4, 4.7134166564941413E-4, 4.6764999898274727E-4, 4.657249989827474E-4, 4.653499989827474E-4, 4.6548333231608073E-4, 4.662833323160807E-4, 4.6327499898274745E-4]","[95112.75624999999, 95270.64958333333, 95536.56958333334, 95849.90291666669, 95513.28958333335, 96059.20958333333, 96515.44958333333, 96491.44958333333, 96714.48958333331, 96818.86291666671, 96945.34291666666, 97186.40958333331, 96693.92958333333, 96727.18291666666, 96786.51625, 96902.83625, 96984.64958333333, 97063.60958333332, 96836.03625, 96797.50291666668]","[1.4345833333333335, 1.7800000000000002, 2.0154166666666664, 2.1016666666666666, 1.2229166666666667, 1.5287499999999998, 1.6499999999999995, 1.446666666666667, 1.2266666666666666, 0.98625, 0.8129166666666666, 0.625, 1.2354166666666666, 0.90125, 0.5591666666666667, 0.24791666666666665, 0.26375, 0.39000000000000007, 0.3408333333333333, 0.22291666666666665]","[4.473749999999999, 4.600833333333334, 4.57625, 4.553750000000001, 4.437083333333334, 4.590833333333333, 4.622916666666666, 4.411666666666666, 4.18125, 3.928750000000001, 3.769583333333333, 3.469583333333333, 4.7366666666666655, 4.369999999999999, 3.980416666666667, 3.607916666666666, 3.5275, 3.533333333333333, 3.9616666666666664, 3.7595833333333335]","[150.74208333333334, 151.78333333333336, 151.30625, 151.11583333333334, 151.5666666666667, 151.16749999999996, 150.92499999999998, 150.45499999999998, 150.39791666666667, 150.15166666666667, 149.62708333333333, 148.30291666666668, 149.90750000000006, 149.59374999999997, 149.38375, 149.31500000000005, 149.10124999999996, 148.8620833333333, 149.76166666666663, 149.54291666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75.94883333333333, 75.1935, 74.63816666666666, 74.8765, 74.66916666666667, 74.39483333333332, 74.89016666666667, 74.0745, 73.71516666666666, 74.08416666666666, 73.95316666666668, 73.12383333333332, 73.82816666666666, 73.22816666666667, 72.60216666666666, 72.9595, 72.56150000000001, 72.40183333333333, 72.29183333333334, 71.9255]"
6468250,2001-01-01T00:00:00,"[-23.675833333333316, -23.453749999999975, -23.520416666666637, -23.40749999999998, -23.675833333333312, -23.622499999999974, -23.715833333333308, -23.711666666666645, -23.68374999999997, -23.54708333333331, -23.47749999999998, -23.58708333333331, -23.798333333333307, -23.749583333333305, -24.23124999999999, -24.243333333333315, -24.232499999999984, -24.180416666666645, -24.107499999999977, -24.0258333333333, -23.929166666666646, -23.903749999999974, -23.89166666666664, -24.404999999999987, -24.431666666666644]","[5.177333323160808E-4, 5.26466665649414E-4, 5.214083323160807E-4, 5.225749989827474E-4, 4.673166656494142E-4, 5.161833323160807E-4, 5.075499989827474E-4, 5.028499989827473E-4, 5.002249989827475E-4, 5.011833323160807E-4, 4.996999989827475E-4, 4.895416656494141E-4, 4.66841665649414E-4, 4.6638333231608075E-4, 4.7623333231608064E-4, 4.7134166564941413E-4, 4.6764999898274727E-4, 4.657249989827474E-4, 4.653499989827474E-4, 4.6548333231608073E-4, 4.659916656494141E-4, 4.644166656494141E-4, 4.632333323160807E-4, 4.662833323160807E-4, 4.6327499898274745E-4]","[95112.75624999999, 95270.64958333333, 95536.56958333334, 95849.90291666669, 97196.70291666665, 95513.28958333335, 96059.20958333333, 96515.44958333333, 96491.44958333333, 96714.48958333331, 96818.86291666671, 96945.34291666666, 97186.40958333331, 97220.64958333333, 96693.92958333333, 96727.18291666666, 96786.51625, 96902.83625, 96984.64958333333, 97063.60958333332, 97174.16958333332, 97164.35625, 97194.40958333334, 96836.03625, 96797.50291666668]","[1.4345833333333335, 1.7800000000000002, 2.0154166666666664, 2.1016666666666666, 0.5891666666666666, 1.2229166666666667, 1.5287499999999998, 1.6499999999999995, 1.446666666666667, 1.2266666666666666, 0.98625, 0.8129166666666666, 0.625, 0.835, 1.2354166666666666, 0.90125, 0.5591666666666667, 0.24791666666666665, 0.26375, 0.39000000000000007, 0.52875, 0.7062500000000002, 0.9266666666666666, 0.3408333333333333, 0.22291666666666665]","[4.473749999999999, 4.600833333333334, 4.57625, 4.553750000000001, 3.405416666666667, 4.437083333333334, 4.590833333333333, 4.622916666666666, 4.411666666666666, 4.18125, 3.928750000000001, 3.769583333333333, 3.469583333333333, 3.428333333333333, 4.7366666666666655, 4.369999999999999, 3.980416666666667, 3.607916666666666, 3.5275, 3.533333333333333, 3.5416666666666665, 3.5329166666666665, 3.4791666666666665, 3.9616666666666664, 3.7595833333333335]","[150.74208333333334, 151.78333333333336, 151.30625, 151.11583333333334, 148.23625, 151.5666666666667, 151.16749999999996, 150.92499999999998, 150.45499999999998, 150.39791666666667, 150.15166666666667, 149.62708333333333, 148.30291666666668, 148.4475, 149.90750000000006, 149.59374999999997, 149.38375, 149.31500000000005, 149.10124999999996, 148.8620833333333, 148.67916666666667, 148.44583333333333, 148.6483333333334, 149.76166666666663, 149.54291666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75.94883333333333, 75.1935, 74.63816666666666, 74.8765, 73.18216666666667, 74.66916666666667, 74.39483333333332, 74.89016666666667, 74.0745, 73.71516666666666, 74.08416666666666, 73.95316666666668, 73.12383333333332, 73.0925, 73.82816666666666, 73.22816666666667, 72.60216666666666, 72.9595, 72.56150000000001, 72.40183333333333, 73.00649999999999, 72.8885, 72.86616666666666, 72.29183333333334, 71.9255]"
6470800,2001-01-01T00:00:00,"[-24.626666666666647, -24.954583333333307, -24.86958333333331, -24.136249999999976, -24.40666666666664, -22.907083333333315]","[4.16716665649414E-4, 4.0390833231608076E-4, 4.0705833231608076E-4, 4.2656666564941403E-4, 4.198333323160806E-4, 4.6232499898274745E-4]","[98063.92958333332, 97805.28958333335, 97958.80958333334, 97690.88958333334, 97804.32958333332, 97502.38291666668]","[1.3612499999999998, 1.3012499999999998, 1.3345833333333335, 1.2783333333333335, 1.2862500000000001, 1.2883333333333336]","[1.9783333333333333, 2.2791666666666663, 2.0375, 2.3608333333333333, 2.1654166666666668, 2.54625]","[145.3929166666667, 144.62375, 144.8575, 145.75750000000002, 145.42666666666665, 147.45374999999999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[79.84683333333334, 78.33216666666667, 78.71683333333333, 77.2835, 78.17049999999999, 76.19916666666667]"
6477500,2001-01-01T00:00:00,"[-18.996249999999982, -19.711249999999975, -19.418333333333308, -19.059166666666652, -19.865833333333313, -19.54583333333331, -19.175833333333316, -20.139999999999983, -19.755416666666644, -19.942083333333315, -19.33666666666664]","[7.312499989827473E-4, 6.832749989827473E-4, 6.967499989827473E-4, 7.128749989827473E-4, 6.656916656494141E-4, 6.792583323160808E-4, 6.949999989827475E-4, 6.529333323160807E-4, 6.692833323160809E-4, 6.602249989827474E-4, 6.787333323160805E-4]","[97038.99624999998, 97061.71624999998, 97229.90291666666, 97551.68958333333, 97128.70291666665, 97441.50291666668, 97877.71624999998, 96609.55625000001, 97196.62291666666, 96950.67624999997, 97880.54291666664]","[-0.25708333333333333, -0.1191666666666667, -0.1579166666666667, -0.19000000000000003, -0.1416666666666667, -0.15458333333333332, -0.15541666666666668, -0.36375, -0.31, -0.4879166666666667, -0.41]","[0.10833333333333345, -0.09416666666666658, -0.08333333333333352, -0.0783333333333333, -0.22999999999999998, -0.1804166666666666, -0.1724999999999999, 0.6662500000000001, 0.46374999999999994, 1.1879166666666665, 1.1729166666666668]","[173.43833333333328, 166.07166666666674, 169.39874999999998, 172.99458333333334, 164.98125000000002, 168.5845833333333, 172.20375, 165.30874999999997, 168.13375, 168.0825, 166.4095833333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.82683333333334, 92.85916666666667, 90.8675, 91.29050000000001, 90.52350000000001, 89.75150000000002, 90.85183333333333, 90.61116666666668, 91.1025, 92.00283333333334, 92.2135]"
6479215,2001-01-01T00:00:00,[-20.371249999999982],[5.546999989827474E-4],[96095.84958333334],[0.8887499999999998],[1.5704166666666666],[161.16624999999996],[0.0],[84.1245]
6479438,2001-01-01T00:00:00,"[-19.75249999999998, -19.93499999999998, -19.981249999999978, -19.998333333333306, -19.89416666666665, -20.029999999999976, -20.440833333333313, -20.371249999999982]","[5.869499989827473E-4, 5.823249989827474E-4, 5.608583323160808E-4, 5.668166656494141E-4, 5.759083323160807E-4, 5.73591665649414E-4, 5.609666656494142E-4, 5.546999989827474E-4]","[96466.75624999998, 96148.43624999998, 96368.22291666665, 96265.76958333333, 96298.86291666665, 96216.62291666667, 95882.16958333335, 96095.84958333334]","[0.3129166666666666, 0.5670833333333333, 0.08416666666666665, 0.2845833333333334, 0.47666666666666674, 0.63, 0.7533333333333331, 0.8887499999999998]","[1.0862500000000002, 0.8741666666666665, 1.035, 1.2604166666666665, 1.4887500000000002, 1.3579166666666669, 1.04, 1.5704166666666666]","[165.49125000000004, 164.70583333333335, 161.44083333333333, 162.62291666666667, 164.14916666666667, 163.92499999999998, 162.52374999999998, 161.16624999999996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.50516666666665, 86.38283333333332, 85.32983333333333, 85.9425, 85.62316666666665, 85.58983333333333, 83.79183333333334, 84.1245]"
6601000,2001-01-01T00:00:00,"[-16.048333333333307, -15.927083333333314, -16.015416666666646]","[9.88791665649414E-4, 9.978916656494142E-4, 9.893499989827475E-4]","[97760.2229166667, 98015.55625000001, 98175.39624999999]","[0.9337499999999999, 0.9308333333333333, 0.8775]","[-1.9233333333333336, -1.967083333333334, -1.8775000000000002]","[220.40166666666667, 223.97416666666666, 224.95416666666668]","[0.0, 0.0, 0.0]","[81.78883333333334, 79.49149999999999, 78.31516666666666]"
6614800,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
6622700,2001-01-01T00:00:00,[-8.656666666666643],[0.0020433249989827477],[74377.12958333331],[5.692916666666666],[0.6408333333333333],[193.73458333333335],[0.0],[61.4725]
6623800,2001-01-01T00:00:00,[-10.149166666666638],[0.001985124998982747],[71861.04958333334],[6.267916666666667],[0.9937500000000002],[189.8479166666667],[0.0],[75.87583333333333]
6632400,2001-01-01T00:00:00,"[-12.51958333333331, -9.818749999999973]","[0.001675841665649414, 0.0019533083323160804]","[69626.08958333333, 74072.16958333332]","[5.135416666666668, 4.1745833333333335]","[0.2645833333333334, -0.02208333333333333]","[180.14375000000004, 191.86875]","[0.0, 0.0]","[67.38783333333335, 68.54849999999999]"
6746095,2001-01-01T00:00:00,[],[],[],[],[],[],[],[]
6784000,2001-01-01T00:00:00,"[-13.384166666666642, -13.02749999999998, -13.105833333333303, -13.914583333333312, -13.82083333333331, -13.757916666666638, -13.70249999999998, -13.695833333333319, -13.843749999999977, -13.75749999999998, -13.822916666666648, -13.758749999999976, -13.900416666666644, -14.114583333333313, -14.156666666666633, -14.27833333333331, -13.251249999999978, -13.634166666666644, -14.013749999999975, -14.293749999999976, -14.324999999999974, -14.269999999999975, -14.297916666666639, -14.62874999999997, -11.820416666666643, -12.235416666666644, -12.799166666666641, -13.429166666666648, -13.742916666666643, -14.28333333333331, -14.684583333333313, -14.702916666666644, -14.710416666666646, -14.787499999999978, -14.930833333333311, -13.52749999999998, -14.163749999999979, -14.694999999999974, -14.776249999999976, -14.732916666666647, -14.825833333333309]","[0.0012361999989827473, 0.0012638583323160806, 0.0012432333323160805, 0.001212858332316081, 0.0012126083323160805, 0.0012119083323160805, 0.0012090749989827473, 0.001195508332316081, 0.0011675249989827475, 0.0012674916656494142, 0.0012509749989827476, 0.001248891665649414, 0.0012324749989827473, 0.0012067416656494142, 0.0011889666656494141, 0.0011637333323160808, 0.0013424083323160807, 0.0012924499989827474, 0.001243466665649414, 0.001213016665649414, 0.0012095916656494142, 0.0012118499989827473, 0.0012003666656494143, 0.001158491665649414, 0.0014738333323160808, 0.001438566665649414, 0.0013873499989827474, 0.0013301083323160809, 0.001294491665649414, 0.0012387999989827475, 0.0011955999989827473, 0.0011848999989827473, 0.001179491665649414, 0.0011684083323160808, 0.001149833332316081, 0.0013225499989827473, 0.0012615249989827472, 0.0012103999989827472, 0.0011965999989827474, 0.0011925999989827474, 0.001197516665649414]","[94352.96958333331, 94635.47624999999, 94956.06291666666, 93877.31624999999, 94266.51625000003, 94417.74291666668, 94637.10291666666, 95044.99625000001, 95247.92958333332, 92581.82291666667, 93158.43625000001, 93712.88958333335, 93798.14291666668, 93807.66291666665, 94293.26291666669, 94710.43625000001, 92096.72958333332, 92639.04958333333, 93123.74291666667, 93180.51624999999, 93257.52958333334, 93538.43625000001, 93975.95625, 94164.86291666668, 91491.44958333335, 91735.63624999998, 91944.48958333336, 92046.96958333334, 92524.91625, 92304.48958333333, 92282.16958333335, 92808.62291666667, 93218.08958333335, 93539.82291666667, 93845.34291666669, 91964.88958333334, 92180.27625, 92198.64958333335, 92379.68958333333, 92730.32958333332, 92370.03625]","[-1.5387499999999996, -1.3054166666666664, -1.220416666666667, -1.7862499999999997, -1.630416666666667, -1.4066666666666665, -1.1812499999999997, -1.1387500000000002, -1.2091666666666667, -1.4662500000000003, -1.4933333333333334, -1.5429166666666665, -1.5995833333333331, -1.49625, -1.2779166666666668, -1.0616666666666665, -1.24625, -1.2387500000000002, -1.2266666666666666, -1.2624999999999995, -1.3358333333333332, -1.4037499999999996, -1.3558333333333337, -1.1783333333333332, -1.0420833333333333, -1.1141666666666665, -1.136666666666667, -1.1758333333333333, -1.1862499999999996, -1.16, -1.1316666666666668, -1.1316666666666666, -1.1745833333333333, -1.2120833333333336, -1.1954166666666666, -0.9129166666666667, -1.0529166666666663, -1.1304166666666666, -1.0858333333333332, -1.039583333333333, -1.0220833333333335]","[-0.9125, -1.104583333333333, -1.2754166666666669, -0.3270833333333334, -0.5095833333333334, -0.7570833333333336, -1.017916666666667, -1.1475000000000002, -1.1833333333333336, 0.5141666666666665, 0.40166666666666656, 0.23750000000000013, 0.04958333333333333, -0.22333333333333316, -0.5545833333333337, -0.900416666666667, 1.08875, 1.0479166666666668, 0.9845833333333335, 0.7912500000000001, 0.5337499999999998, 0.31875000000000003, 0.038333333333333185, -0.37333333333333335, 1.0583333333333333, 1.02125, 0.9745833333333334, 0.9095833333333333, 0.7775, 0.5808333333333333, 0.36208333333333337, 0.22333333333333316, 0.25833333333333336, 0.33708333333333323, 0.26791666666666686, 0.9841666666666665, 0.7741666666666668, 0.5058333333333335, 0.1525, -0.22124999999999972, 0.5620833333333334]","[162.57874999999996, 163.48249999999996, 165.9741666666667, 160.79625000000001, 161.18416666666664, 161.30833333333337, 161.45625000000004, 163.82083333333335, 166.95458333333335, 159.85916666666665, 160.01874999999998, 160.50625000000002, 160.23083333333332, 159.69083333333333, 159.79541666666668, 159.67708333333331, 160.11624999999995, 159.65083333333337, 159.15083333333334, 158.54833333333337, 158.44958333333327, 158.64208333333335, 158.73291666666665, 158.0, 164.42166666666665, 163.17458333333335, 161.5270833333333, 159.6858333333333, 159.06125, 157.73749999999998, 156.85, 157.05375, 157.06625000000005, 156.84666666666666, 156.50499999999997, 159.49041666666668, 157.885, 156.52958333333333, 156.44791666666666, 156.74000000000004, 156.26250000000002]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[95.55683333333333, 94.53816666666667, 96.20049999999999, 97.83950000000003, 96.54583333333335, 96.64683333333333, 96.2238333333333, 96.95983333333334, 95.62650000000001, 95.72149999999999, 96.17283333333332, 97.26816666666667, 96.81816666666667, 96.28483333333334, 96.39083333333333, 96.47816666666665, 94.13716666666666, 92.68516666666666, 93.29483333333333, 95.48750000000001, 95.73416666666667, 94.81850000000001, 95.07283333333334, 94.82483333333334, 94.73116666666665, 93.85283333333335, 94.29016666666666, 93.13549999999998, 93.80983333333334, 93.0785, 93.6945, 93.6555, 95.11983333333332, 94.5315, 93.98483333333333, 91.77183333333333, 93.29050000000001, 92.44316666666664, 92.45683333333334, 93.34283333333333, 92.33116666666666]"
6803510,2001-01-01T00:00:00,[-14.001666666666644],[0.001116141665649414],[98490.24958333334],[0.7129166666666666],[-2.4320833333333334],[222.57250000000002],[0.0],[86.32516666666668]
6803530,2001-01-01T00:00:00,"[-14.504166666666647, -14.333333333333316]","[0.001093566665649414, 0.001098433332316081]","[97918.1695833333, 98308.62291666667]","[0.7995833333333334, 0.7466666666666667]","[-2.5275000000000003, -2.4029166666666675]","[220.0304166666667, 222.11666666666665]","[0.0, 0.0]","[86.58483333333332, 85.30516666666666]"
6814000,2001-01-01T00:00:00,"[-12.207499999999976, -12.00958333333331, -12.957499999999975, -12.702916666666644, -13.195833333333306]","[0.001202041665649414, 0.001214741665649414, 0.0011534583323160807, 0.0011703833323160804, 0.0011386249989827472]","[97752.32958333334, 98450.06291666668, 97817.84958333334, 98571.60958333332, 97990.86291666667]","[-0.2783333333333333, 0.02916666666666673, -0.3166666666666667, 0.005416666666666643, -0.09125000000000001]","[-2.6412499999999994, -2.634583333333333, -2.6304166666666666, -2.6333333333333333, -2.5649999999999995]","[231.17000000000004, 233.04374999999996, 229.44124999999997, 231.74541666666667, 228.3558333333333]","[0.0, 0.0, 0.0, 0.0, 0.0]","[86.13716666666666, 83.71216666666668, 86.9615, 85.43916666666667, 86.38216666666666]"
6847900,2001-01-01T00:00:00,"[-4.779999999999975, -5.190833333333309, -5.811666666666649, -6.138333333333311, -6.10708333333331, -6.432916666666647, -6.809999999999978, -7.2795833333333135, -7.802916666666647, -7.884166666666651, -8.607083333333312, -8.515416666666646]","[0.0019626583323160813, 0.0019487916656494135, 0.001876041665649414, 0.0018946249989827467, 0.0018037583323160808, 0.0017744749989827473, 0.0017405083323160802, 0.001691224998982747, 0.0016730499989827475, 0.0016684749989827475, 0.0016592999989827474, 0.0016720833323160807]","[90440.59625, 90774.94291666668, 91238.83625000001, 91501.18291666667, 91928.51625, 92251.87624999999, 92536.54291666667, 92683.36958333333, 92974.80958333334, 93415.20958333334, 93165.18291666667, 93538.08958333333]","[-0.3929166666666666, -0.47000000000000003, -0.8825, -0.9245833333333335, -1.602916666666667, -1.8195833333333333, -2.034583333333333, -2.2066666666666666, -2.31125, -2.3441666666666663, -2.3441666666666667, -2.3829166666666666]","[1.0725, 1.1075, 1.0675, 1.0483333333333331, 0.8595833333333333, 0.6495833333333335, 0.43166666666666664, 0.3316666666666666, 0.17875, 0.005833333333333394, 0.007916666666666664, -0.19374999999999998]","[194.6358333333333, 192.8658333333333, 190.52499999999995, 189.45000000000002, 189.63000000000002, 188.11708333333334, 186.3779166666667, 184.04291666666666, 181.86124999999996, 181.1316666666667, 178.24583333333337, 178.46624999999997]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.22416666666668, 98.60283333333332, 97.73450000000001, 98.20383333333332, 93.46383333333334, 95.04583333333333, 95.47450000000002, 95.41416666666667, 95.72083333333332, 96.60783333333335, 96.93283333333335, 95.7745]"
6853800,2001-01-01T00:00:00,"[-9.664999999999978, -9.904999999999978, -9.797916666666643, -9.545833333333308]","[0.0015489333323160809, 0.0015115999989827476, 0.0014968666656494142, 0.0014927999989827476]","[95577.95624999999, 95855.39625, 96092.14291666665, 96389.15625000001]","[-2.390833333333333, -2.406666666666666, -2.3874999999999997, -2.3612499999999996]","[-0.94875, -0.86875, -1.0545833333333334, -1.3133333333333332]","[195.33375000000004, 196.46333333333334, 203.22166666666666, 211.94749999999996]","[0.0, 0.0, 0.0, 0.0]","[99.24816666666665, 99.22250000000001, 97.47249999999998, 96.63616666666667]"
6876700,2001-01-01T00:00:00,"[-6.8933333333333096, -6.790416666666644, -6.667916666666649, -6.659583333333316, -7.204583333333308, -7.018333333333307, -7.144999999999977]","[0.0018747749989827466, 0.0018829416656494142, 0.0018962416656494137, 0.0018947833323160806, 0.0018458999989827472, 0.0018569583323160806, 0.001831416665649414]","[97199.58291666665, 97414.99625000001, 97707.44958333333, 97805.15625000001, 97067.07624999998, 97534.22291666667, 97484.51624999999]","[-2.2475, -2.31875, -2.3904166666666664, -2.4520833333333334, -2.2416666666666667, -2.2754166666666666, -2.3033333333333337]","[-0.6329166666666667, -0.8429166666666666, -1.0470833333333336, -1.2274999999999998, -0.6916666666666665, -0.7979166666666667, -0.8783333333333334]","[228.79125000000008, 232.84166666666667, 236.11458333333337, 239.20874999999992, 221.60708333333332, 226.25750000000005, 230.4170833333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.59750000000001, 97.20616666666666, 97.72550000000001, 97.03016666666667, 100.06883333333333, 100.27349999999997, 99.7525]"
